Test
Sample	Base Mass	Observed Ion m/z	Group	Type	Name	CAS	Formula	InChIKey	Quant S/N	R.T. (min)	Quant Masses	Tailing Factor	Area	Area %	Stick Count	Concerns	Retention Index	Lib. RI	Similarity	Probability	Hit #	Peak Number	Hit 1 Name	Hit 1 Similarity	Hit 1 Probability	Hit 1 InChIKey	Hit 1 CAS	Hit 1 Formula	Hit 1 Contributor	Hit 1 Library	Hit 1 Lib. RI	Hit 2 Name	Hit 2 Similarity	Hit 2 Probability	Hit 2 InChIKey	Hit 2 CAS	Hit 2 Formula	Hit 2 Contributor	Hit 2 Library	Hit 2 Lib. RI	Hit 3 Name	Hit 3 Similarity	Hit 3 Probability	Hit 3 InChIKey	Hit 3 CAS	Hit 3 Formula	Hit 3 Contributor	Hit 3 Library	Hit 3 Lib. RI	Hit 4 Name	Hit 4 Similarity	Hit 4 Probability	Hit 4 InChIKey	Hit 4 CAS	Hit 4 Formula	Hit 4 Contributor	Hit 4 Library	Hit 4 Lib. RI	Hit 5 Name	Hit 5 Similarity	Hit 5 Probability	Hit 5 InChIKey	Hit 5 CAS	Hit 5 Formula	Hit 5 Contributor	Hit 5 Library	Hit 5 Lib. RI
200630_eQC3	147.08	190.69		Unknown	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"		C13H15NO3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"	27699	8.58698	XIC(147.08±500ppm)	22.70	6842078483	2.976	58	Spectra Search{Unable to do spectral search}	895.5		836	68.1	1	7	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"	836	68.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"		C13H15NO3	"A.A.Kutin, Moscow, Russia"	mainlib		"Pyrazine, 2,3-dimethyl-5-(1-propenyl)-, (Z)-"	795	15.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BNYRAFHQRSHWGQ-PLNGDYQASA-N"">BNYRAFHQRSHWGQ-PLNGDYQASA-N</a>"	55138-72-2	C9H12N2	TNO Volatile Compounds in Food - Chemical Concepts	mainlib	1247 ± 0(1)	"Disiloxane, hexamethyl-"	788	75.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	Japan AIST/NIMC Database- Spectrum MS-NW-2840	replib	622 ± 24(6)	"Pyrazine, 2,3-dimethyl-5-(1-propenyl)-, (E)-"	770	4.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BNYRAFHQRSHWGQ-SNAWJCMRSA-N"">BNYRAFHQRSHWGQ-SNAWJCMRSA-N</a>"	55138-76-6	C9H12N2	TNO Volatile Compounds in Food - Chemical Concepts	mainlib		"Disiloxane, hexamethyl-"	761	3.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib	622 ± 24(6)
200630_eQC3	146.05	191.10		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	280774	8.6223	XIC(146.05±500ppm)	10.27	39689986909	17.264	101	Saturated; Spectra Search{Unable to do spectral search}	896.9		807	96.7	1	9	"Methoxyamine, 2TMS derivative"	807	96.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	750	84.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	700	96.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		Hexamethyldisilazane	647	2.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	686 ± 0(1)	Hexamethyldisilazane	621	3.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	Japan AIST/NIMC Database- Spectrum MS-NW-3008	mainlib	686 ± 0(1)
200630_eQC3	86.00	191.06		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	18467	9.05908	XIC(86.00±500ppm)	0.09	9209306157	4.006	191	Saturated; Spectra Search{Unable to do spectral search}	915.1		788	94.7	1	14	"Methoxyamine, 2TMS derivative"	788	94.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Methoxyamine, 2TMS derivative"	785	88.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	758	94.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"1,2-Diethyl-1,2-dimethyldisilane"	543	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FYFFMJYIIZPDAG-UHFFFAOYSA-N"">FYFFMJYIIZPDAG-UHFFFAOYSA-N</a>"		C6H18Si2	"YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.; Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory."	mainlib		"2-[(2-Hydroxyethyl)(2-((trimethylsilyl)oxy)ethyl)amino]acetic acid, methyl ester"	536	0.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XBDNVGJJKMPBOX-UHFFFAOYSA-N"">XBDNVGJJKMPBOX-UHFFFAOYSA-N</a>"		C10H23NO4Si	"NIST Mass Spectrometry Data Center, 2010"	mainlib	1514 ± 0(1)
200630_eQC3	86.02	191.11		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7197	9.07446	XIC(86.02±500ppm)	0.09	5609160019	2.440	152	Saturated; Spectra Search{Unable to do spectral search}	915.8		840	97.3	1	15	"Methoxyamine, 2TMS derivative"	840	97.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	824	96.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	821	97.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Galactopyranose, 2,4-di-O-methyl-1,3,6-tris-O-(trimethylsilyl)-"	594	1.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VAYSPDPTAXPXET-UHFFFAOYSA-N"">VAYSPDPTAXPXET-UHFFFAOYSA-N</a>"	55449-69-9	C17H40O6Si3		mainlib		"Glucopyranose, 2,4-di-O-methyl-1,3,6-tris-O-(trimethylsilyl)-"	591	0.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VAYSPDPTAXPXET-UHFFFAOYSA-N"">VAYSPDPTAXPXET-UHFFFAOYSA-N</a>"	55400-19-6	C17H40O6Si3		mainlib	
200630_eQC3	147.08	190.42		Unknown	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"		C13H15NO3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"	1675	9.07936	XIC(147.08±500ppm)	0.03	313617544	0.136	19	Spectra Search{Unable to do spectral search}	916.0		764	48.0	1	16	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"	764	48.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"		C13H15NO3	"A.A.Kutin, Moscow, Russia"	mainlib		"Disiloxane, hexamethyl-"	744	80.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	Japan AIST/NIMC Database- Spectrum MS-NW-2840	replib	622 ± 24(6)	"Pyrazine, 2,3-dimethyl-5-(1-propenyl)-, (Z)-"	715	9.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BNYRAFHQRSHWGQ-PLNGDYQASA-N"">BNYRAFHQRSHWGQ-PLNGDYQASA-N</a>"	55138-72-2	C9H12N2	TNO Volatile Compounds in Food - Chemical Concepts	mainlib	1247 ± 0(1)	"Disiloxane, hexamethyl-"	711	8.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib	622 ± 24(6)	"Disiloxane, hexamethyl-"	709	80.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	"V.A.Korolev, Moscow, Russia"	replib	622 ± 24(6)
200630_eQC3	267.01	271.00		Unknown	"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	33617-38-8	C13H22O3Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	485	9.2101	XIC(267.01±500ppm)	0.82	26403533	0.011	20	Spectra Search{Unable to do spectral search}	921.4	1682 ± 0(1)	735	66.0	1	32	"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	735	66.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	33617-38-8	C13H22O3Si2	WASHINGTON UNIVERSITY MEDICAL SCHOOL W.R. SHERMAN	replib	1682 ± 0(1)	"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	723	43.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	33617-38-8	C13H22O3Si2	NIST Mass Spectrometry Data Center	mainlib	1682 ± 0(1)	"2,5-Dihydroxybenzaldehyde, 2TMS derivative"	708	26.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGDNDISFPNBJNB-UHFFFAOYSA-N"">OGDNDISFPNBJNB-UHFFFAOYSA-N</a>"	56114-69-3	C13H22O3Si2	WASHINGTON UNIVERSITY MEDICAL SCHOOL W.R. SHERMAN	mainlib		"2,5-Dihydroxybenzaldehyde, 2TMS derivative"	701	16.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGDNDISFPNBJNB-UHFFFAOYSA-N"">OGDNDISFPNBJNB-UHFFFAOYSA-N</a>"	56114-69-3	C13H22O3Si2	"G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON"	replib		"4-Hydroxymandelic acid, 3TMS derivative"	689	11.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YPRXSYQBVBCYJZ-UHFFFAOYSA-N"">YPRXSYQBVBCYJZ-UHFFFAOYSA-N</a>"	37148-64-4	C17H32O4Si3	"S. MARKEY UNIV. OF COLO. MED. CTR., DENVER, COLORADO, USA"	replib	1802 ± 0(1)
200630_eQC3	207.03	219.05		Unknown	"Cyclotrisiloxane, hexamethyl-"	541-05-9	C6H18O3Si3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	2808	9.21908	XIC(207.03±500ppm)	1.14	569261785	0.248	47	Spectra Search{Unable to do spectral search}	921.8	851 ± 0(1)	860	98.3	1	33	"Cyclotrisiloxane, hexamethyl-"	860	98.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3	Japan AIST/NIMC Database- Spectrum MS-NW-8711	replib	851 ± 0(1)	"Cyclotrisiloxane, hexamethyl-"	823	72.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3	"NIST Mass Spectrometry Data Center, 1994"	mainlib	851 ± 0(1)	"Cyclotrisiloxane, hexamethyl-"	772	98.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3		replib	851 ± 0(1)	"Arsenous acid, tris(trimethylsilyl) ester"	729	6.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CWZNQWMMDOIFQC-UHFFFAOYSA-N"">CWZNQWMMDOIFQC-UHFFFAOYSA-N</a>"	55429-29-3	C9H27AsO3Si3	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"4-tert-Octylphenol, TMS derivative"	719	4.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LGVXTVHRVKVONW-UHFFFAOYSA-N"">LGVXTVHRVKVONW-UHFFFAOYSA-N</a>"	78721-87-6	C17H30OSi	"A.Pleshkova, Nesmeyanov Inst.Org.Elem.Cpds, Moscow"	mainlib	
200630_eQC3	75.03	116.04		Unknown	"Acetamide, TMS derivative"	13435-12-6	C5H13NOSi	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LWFWUJCJKPUZLV-UHFFFAOYSA-N"">LWFWUJCJKPUZLV-UHFFFAOYSA-N</a>"	4495	9.34528	XIC(75.03±500ppm)	0.75	1877809121	0.817	24	Spectra Search{Unable to do spectral search}	927.0		758	60.6	1	45	"Acetamide, TMS derivative"	758	60.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LWFWUJCJKPUZLV-UHFFFAOYSA-N"">LWFWUJCJKPUZLV-UHFFFAOYSA-N</a>"	13435-12-6	C5H13NOSi	NIST Mass Spectrometry Data Center	mainlib		"Silanol, allyldimethyl-"	739	29.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IUMBYTFREODQIP-UHFFFAOYSA-N"">IUMBYTFREODQIP-UHFFFAOYSA-N</a>"	64185-05-3	C5H12OSi	Chemical Concepts	mainlib		"Silanol, trimethyl-"	675	51.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/AAPLIUHOKVUFCC-UHFFFAOYSA-N"">AAPLIUHOKVUFCC-UHFFFAOYSA-N</a>"	1066-40-6	C3H10OSi	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		tert-Butyldimethylsilanol	665	3.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FGWRMMTYIZKYMA-UHFFFAOYSA-N"">FGWRMMTYIZKYMA-UHFFFAOYSA-N</a>"	18173-64-3	C6H16OSi	Chemical Concepts	mainlib		tert-Butyldimethylsilanol	661	32.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FGWRMMTYIZKYMA-UHFFFAOYSA-N"">FGWRMMTYIZKYMA-UHFFFAOYSA-N</a>"	18173-64-3	C6H16OSi	"MASS SPECTROSCOPY SOC. OF JAPAN (MSSJ); Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory."	replib	
200630_eQC3	171.06	186.09		Unknown	"Silanamine, N,N'-methanetetraylbis[1,1,1-trimethyl-"	1000-70-0	C7H18N2Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KSVMTHKYDGMXFJ-UHFFFAOYSA-N"">KSVMTHKYDGMXFJ-UHFFFAOYSA-N</a>"	66386	9.37466	XIC(171.06±500ppm)	4.30	2162282697	0.941	61	Spectra Search{Unable to do spectral search}	928.3	964 ± 0(1)	894	95.3	1	47	"Silanamine, N,N'-methanetetraylbis[1,1,1-trimethyl-"	894	95.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KSVMTHKYDGMXFJ-UHFFFAOYSA-N"">KSVMTHKYDGMXFJ-UHFFFAOYSA-N</a>"	1000-70-0	C7H18N2Si2	"J.E. DRAKE, DEP. CHEM., WINDSOR UNIV., ONTARIO, CANAhy"	mainlib	964 ± 0(1)	"Silanamine, N,N'-methanetetraylbis[1,1,1-trimethyl-"	823	97.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KSVMTHKYDGMXFJ-UHFFFAOYSA-N"">KSVMTHKYDGMXFJ-UHFFFAOYSA-N</a>"	1000-70-0	C7H18N2Si2	Chemical Concepts	replib	964 ± 0(1)	"Cholest-7-en-6-one, 14-hydroxy-2,3,22,25-tetrakis[(trimethylsilyl)oxy]-, O-methyloxime, (2ß,3ß,5ß)-"	682	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XPFYJPCRPJTVKR-FAMAGYCWSA-N"">XPFYJPCRPJTVKR-FAMAGYCWSA-N</a>"	55780-42-2	C40H79NO6Si4		mainlib		Tricarbomethoxyethylene	668	0.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QKUGMJHHSODNHU-UHFFFAOYSA-N"">QKUGMJHHSODNHU-UHFFFAOYSA-N</a>"	51175-48-5	C8H10O6	"J. MADSEN,DEP. ORG. CHEM.,TECH. UNIV. DENMARK,LYNGBY,DENMARK"	mainlib		2-(2-Naphthyl)-2-propanol	665	0.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CSONNHKIVVSLQQ-UHFFFAOYSA-N"">CSONNHKIVVSLQQ-UHFFFAOYSA-N</a>"	20351-54-6	C13H14O	"S. KOJIMA, FAC. PHARM. SCI., KUMAMOTO UNIV., KUMAMOTO, JAPAN"	mainlib	
200630_eQC3	237.06	284.82		Unknown	1-(1-Adamantyl)-2-dichloromethyldimethylsilyloxyethane		C15H26Cl2OSi	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PLVBNCDQYCMIJX-UHFFFAOYSA-N"">PLVBNCDQYCMIJX-UHFFFAOYSA-N</a>"	578	9.43557	XIC(237.06±500ppm)	0.90	17014515	0.007	29	Spectra Search{Unable to do spectral search}	930.8		706	45.5	1	54	1-(1-Adamantyl)-2-dichloromethyldimethylsilyloxyethane	706	45.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PLVBNCDQYCMIJX-UHFFFAOYSA-N"">PLVBNCDQYCMIJX-UHFFFAOYSA-N</a>"		C15H26Cl2OSi	"Zaikin V.G., TIPS RAS, Moscow, Russia"	mainlib		2-Triethylsilyloxyadamantane	665	10.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VRRYPNRVNHIFJO-UHFFFAOYSA-N"">VRRYPNRVNHIFJO-UHFFFAOYSA-N</a>"		C16H30OSi	"Zaikin V.G., TIPS RAS, Moscow, Russia"	mainlib		"2,4-Diphenylthiazole"	658	8.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MIECVJDZXBUVSN-UHFFFAOYSA-N"">MIECVJDZXBUVSN-UHFFFAOYSA-N</a>"	1826-14-8	C15H11NS	Japan AIST/NIMC Database- Spectrum MS-IW-6921	mainlib		"2,7-Dimethyl-4-triisobutylsilyloxyoct-7-en-5-yne"	647	5.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KRBCJAWQCUEWLR-UHFFFAOYSA-N"">KRBCJAWQCUEWLR-UHFFFAOYSA-N</a>"		C22H42OSi	"Zaikin V.G., TIPS RAS, Moscow, Russia"	mainlib	1762 ± 0(1)	"2-Hexyl-2-[5-(thiophen-2-yl)thiophen-2-yl]-1,3-dioxolane"	638	4.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NULCLCVHEBHPMS-UHFFFAOYSA-N"">NULCLCVHEBHPMS-UHFFFAOYSA-N</a>"		C17H22O2S2	"V.A.Korolev, Moscow, Russia"	mainlib	
