Test
Sample	Base Mass	Observed Ion m/z	Group	Type	Name	CAS	Formula	InChIKey	Quant S/N	R.T. (min)	Quant Masses	Tailing Factor	Area	Area %	Stick Count	Concerns	Retention Index	Lib. RI	Similarity	Probability	Hit #	Peak Number	Hit 1 Name	Hit 1 Similarity	Hit 1 Probability	Hit 1 InChIKey	Hit 1 CAS	Hit 1 Formula	Hit 1 Contributor	Hit 1 Library	Hit 1 Lib. RI	Hit 2 Name	Hit 2 Similarity	Hit 2 Probability	Hit 2 InChIKey	Hit 2 CAS	Hit 2 Formula	Hit 2 Contributor	Hit 2 Library	Hit 2 Lib. RI	Hit 3 Name	Hit 3 Similarity	Hit 3 Probability	Hit 3 InChIKey	Hit 3 CAS	Hit 3 Formula	Hit 3 Contributor	Hit 3 Library	Hit 3 Lib. RI	Hit 4 Name	Hit 4 Similarity	Hit 4 Probability	Hit 4 InChIKey	Hit 4 CAS	Hit 4 Formula	Hit 4 Contributor	Hit 4 Library	Hit 4 Lib. RI	Hit 5 Name	Hit 5 Similarity	Hit 5 Probability	Hit 5 InChIKey	Hit 5 CAS	Hit 5 Formula	Hit 5 Contributor	Hit 5 Library	Hit 5 Lib. RI
200805_eQC1	56.06	85.04		Unknown	"Oxirane, 2-methyl-3-(1-methylethyl)-"	1192-31-0	C6H12O	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/AYTCGOOJNRZGBU-UHFFFAOYSA-N"">AYTCGOOJNRZGBU-UHFFFAOYSA-N</a>"	2025	8.52535	XIC(56.06±500ppm)	1.10	374967915	0.251	47	Spectra Search{Unable to do spectral search}	892.9		818	37.3	1	2	"Oxirane, 2-methyl-3-(1-methylethyl)-"	818	37.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/AYTCGOOJNRZGBU-UHFFFAOYSA-N"">AYTCGOOJNRZGBU-UHFFFAOYSA-N</a>"	1192-31-0	C6H12O	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	replib		"2(3H)-Furanone, dihydro-5-methyl-"	806	24.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GAEKPEKOJKCEMS-UHFFFAOYSA-N"">GAEKPEKOJKCEMS-UHFFFAOYSA-N</a>"	108-29-2	C5H8O2	"Xing Tang, et al. Applied Catalysis B: Environmental, doi:10.1016/j.apcatb.2013.10.021"	replib	958 ± 7(23)	"Furan, tetrahydro-2,5-dimethyl-, trans-(±)-"	797	17.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OXMIDRBAFOEOQT-PHDIDXHHSA-N"">OXMIDRBAFOEOQT-PHDIDXHHSA-N</a>"	38484-59-2	C6H12O	SHELL RESEARCH LIMITED THORNTON RESEARCH CENTRE	mainlib		"1H-Tetrazole, 5-methyl-"	789	13.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XZGLNCKSNVGDNX-UHFFFAOYSA-N"">XZGLNCKSNVGDNX-UHFFFAOYSA-N</a>"	4076-36-2	C2H4N4		mainlib		"2,5-Hexanediol"	777	7.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OHMBHFSEKCCCBW-UHFFFAOYSA-N"">OHMBHFSEKCCCBW-UHFFFAOYSA-N</a>"	2935-44-6	C6H14O2	A.E.WILLIAMS ICI DYESTUFFS DIVISION. BLACKLEY	replib	
200805_eQC1	147.11	194.40		Unknown	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"		C13H15NO3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"	4597	8.53932	XIC(147.11±500ppm)	20.41	471313264	0.316	55	Spectra Search{Unable to do spectral search}	893.5		885	81.5	1	3	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"	885	81.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"		C13H15NO3	"A.A.Kutin, Moscow, Russia"	mainlib		"4-Formyl-3,5-dimethyl-1H-pyrrole-2-carbonitrile"	800	7.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VIKAOEYUWJYWRC-UHFFFAOYSA-N"">VIKAOEYUWJYWRC-UHFFFAOYSA-N</a>"		C8H8N2O	"A.A.Kutin, Moscow, Russia"	mainlib		"Pyrazine, 2,3-dimethyl-5-(1-propenyl)-, (Z)-"	796	6.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BNYRAFHQRSHWGQ-PLNGDYQASA-N"">BNYRAFHQRSHWGQ-PLNGDYQASA-N</a>"	55138-72-2	C9H12N2	TNO Volatile Compounds in Food - Chemical Concepts	mainlib	1247 ± 0(1)	"Pyrazine, 2,3-dimethyl-5-(1-propenyl)-, (E)-"	770	1.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BNYRAFHQRSHWGQ-SNAWJCMRSA-N"">BNYRAFHQRSHWGQ-SNAWJCMRSA-N</a>"	55138-76-6	C9H12N2	TNO Volatile Compounds in Food - Chemical Concepts	mainlib		3-Methylbenzothiophene	748	0.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SEBRPHZZSLCDRQ-UHFFFAOYSA-N"">SEBRPHZZSLCDRQ-UHFFFAOYSA-N</a>"	1455-18-1	C9H8S	TNO Volatile Compounds in Food - Chemical Concepts	mainlib	1315 ± 0(3)
200805_eQC1	146.08	160.96		Unknown	Hexamethyldisilazane	999-97-3	C6H19NSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	154684	8.56122	XIC(146.08±500ppm)	10.95	33754496172	22.601	60	Saturated; Spectra Search{Unable to do spectral search}	894.4	686 ± 0(1)	716	82.0	1	4	Hexamethyldisilazane	716	82.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	686 ± 0(1)	Hexamethyldisilazane	698	50.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	Japan AIST/NIMC Database- Spectrum MS-NW-3008	mainlib	686 ± 0(1)	"Silanamine, N-(dimethylsilyl)-1,1,1-trimethyl-, N-methyl."	651	10.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MEWYNXBDSDXFAT-UHFFFAOYSA-N"">MEWYNXBDSDXFAT-UHFFFAOYSA-N</a>"	32713-31-8	C6H19NSi2	R.A.FRIEDEL BUREAU OF MINES U.S.DEPT.OF INT. BRUCETON PA USA	mainlib		"Thiazolidine-4-carboxylic acid, 2-t-butyl-, methyl ester"	643	7.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UHABWJACUPYRDB-UHFFFAOYSA-N"">UHABWJACUPYRDB-UHFFFAOYSA-N</a>"		C9H17NO2S	Chemical Concepts	mainlib		2-(4-Cyanophenyl)-2-propanol	631	5.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FJDCEKDPEOIGEJ-UHFFFAOYSA-N"">FJDCEKDPEOIGEJ-UHFFFAOYSA-N</a>"	77802-22-3	C10H11NO	"A.SUGIMORI, DEP. CHEM., SOPHIA UNIV., CHIYODA-KU, TOKYO, JAPAN"	mainlib	
200805_eQC1	146.06	191.14		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	254923	8.57597	XIC(146.06±500ppm)	7.84	21763173337	14.572	106	Saturated; Spectra Search{Unable to do spectral search}	895.0		850	98.2	1	5	"Methoxyamine, 2TMS derivative"	850	98.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	815	94.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	791	98.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Galactopyranose, 2,4-di-O-methyl-1,3,6-tris-O-(trimethylsilyl)-"	646	2.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VAYSPDPTAXPXET-UHFFFAOYSA-N"">VAYSPDPTAXPXET-UHFFFAOYSA-N</a>"	55449-69-9	C17H40O6Si3		mainlib		"1H-Indole-3-acetic acid, 5-hydroxy-"	634	1.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DUUGKQCEGZLZNO-UHFFFAOYSA-N"">DUUGKQCEGZLZNO-UHFFFAOYSA-N</a>"	54-16-0	C10H9NO3	"AAFS Toxicology Section MS DB Committee, U. Alberta, Canada"	replib	
200805_eQC1	86.02	191.27		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	68810	8.96246	XIC(86.02±500ppm)	0.06	7769735533	5.202	168	Saturated; Spectra Search{Unable to do spectral search}	911.1		836	96.0	1	7	"Methoxyamine, 2TMS derivative"	836	96.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	827	96.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Methoxyamine, 2TMS derivative"	791	96.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"O-Ethylhydroxylamine, 2TMS derivative"	594	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IIPXSPLATBUPGO-UHFFFAOYSA-N"">IIPXSPLATBUPGO-UHFFFAOYSA-N</a>"	959022-28-7	C8H23NOSi2	"NIST Mass Spectrometry Data Center, 2010"	mainlib		"O-Ethylhydroxylamine, 2TMS derivative"	572	1.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IIPXSPLATBUPGO-UHFFFAOYSA-N"">IIPXSPLATBUPGO-UHFFFAOYSA-N</a>"	959022-28-7	C8H23NOSi2	"G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON"	replib	
200805_eQC1	145.99	191.08		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	2429	8.98564	XIC(145.99±500ppm)	0.05	206475536	0.138	31	Spectra Search{Unable to do spectral search}	912.1		713	94.0	1	8	"Methoxyamine, 2TMS derivative"	713	94.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	685	67.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	650	94.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Carbamic acid, N,N-dimethyl-, TBDMS ester"	604	7.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WKFCQNHYHBSKSZ-UHFFFAOYSA-N"">WKFCQNHYHBSKSZ-UHFFFAOYSA-N</a>"	1224712-53-1	C9H21NO2Si	"A.Howard, J.Little, 2008, Eastman Chemical Company, USA"	mainlib		"1H-Indole-3-acetic acid, 5-hydroxy-"	576	3.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DUUGKQCEGZLZNO-UHFFFAOYSA-N"">DUUGKQCEGZLZNO-UHFFFAOYSA-N</a>"	54-16-0	C10H9NO3	"AAFS Toxicology Section MS DB Committee, U. Alberta, Canada"	replib	
200805_eQC1	131.12	173.16		Unknown	"4H-1,2,4-triazole-3-thiol, 4-methyl-5-(1-methylethoxy)-"		C6H11N3OS	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WMZZCNFAJMLMBT-UHFFFAOYSA-N"">WMZZCNFAJMLMBT-UHFFFAOYSA-N</a>"	504	9.05453	XIC(131.12±500ppm)	1.69	55095566	0.037	9	Spectra Search{Unable to do spectral search}	914.9		704	72.1	1	19	"4H-1,2,4-triazole-3-thiol, 4-methyl-5-(1-methylethoxy)-"	704	72.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WMZZCNFAJMLMBT-UHFFFAOYSA-N"">WMZZCNFAJMLMBT-UHFFFAOYSA-N</a>"		C6H11N3OS	"J. Little, Eastman chemical company."	mainlib		1-Butyl(dimethyl)silyloxy-2-methylpropane	597	4.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UJKLKSFJXJGYNX-UHFFFAOYSA-N"">UJKLKSFJXJGYNX-UHFFFAOYSA-N</a>"		C10H24OSi	"V.Zaikin,Topchiev Inst.Petrochem.Synth.,Moscow"	mainlib		"benzoic acid, 4-ethenyl-, 4-[[(methylsulfonyl)amino]methyl]phenyl ester"	579	2.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YZIHKLNAWKMKLD-UHFFFAOYSA-N"">YZIHKLNAWKMKLD-UHFFFAOYSA-N</a>"		C17H17NO4S	"J. Little, Eastman chemical company."	mainlib		"2,2-Dimethyl-1-(2-vinylphenyl)propan-1-one"	579	2.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WYXZNPWSOGGCCT-UHFFFAOYSA-N"">WYXZNPWSOGGCCT-UHFFFAOYSA-N</a>"		C13H16O	Chemical Concepts	mainlib		"4-Pentenoic acid, 2,2-diethyl-3-oxo-5-phenyl-, ethyl ester"	574	2.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MWVDGJSSOLDXMS-SEYXRHQNSA-N"">MWVDGJSSOLDXMS-SEYXRHQNSA-N</a>"	337503-48-7	C17H22O3	"A.A.Kutin, Moscow, Russia"	mainlib	
200805_eQC1	58.05	58.05		Unknown	Trimethylene oxide	503-30-0	C3H6O	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/AHHWIHXENZJRFG-UHFFFAOYSA-N"">AHHWIHXENZJRFG-UHFFFAOYSA-N</a>"	171	9.10872	XIC(58.05±500ppm)	4.14	28972146	0.019	7	Spectra Search{Unable to do spectral search}	917.2	542 ± 2(3)	745	68.0	1	24	Trimethylene oxide	745	68.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/AHHWIHXENZJRFG-UHFFFAOYSA-N"">AHHWIHXENZJRFG-UHFFFAOYSA-N</a>"	503-30-0	C3H6O	"YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.; Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory."	replib	542 ± 2(3)	Acetone	694	13.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CSCPPACGZOOCGX-UHFFFAOYSA-N"">CSCPPACGZOOCGX-UHFFFAOYSA-N</a>"	67-64-1	C3H6O	"Mitali Das Chi-Min Shu. Journal of Hazardous Materials, doi:10.1016/j.jhazmat.2015.09.005"	replib	486 ± 16(51)	Trimethylene oxide	689	68.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/AHHWIHXENZJRFG-UHFFFAOYSA-N"">AHHWIHXENZJRFG-UHFFFAOYSA-N</a>"	503-30-0	C3H6O	Japan AIST/NIMC Database- Spectrum MS-NW-4391	replib	542 ± 2(3)	"2-Propanamine, 2-methyl-"	680	8.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YBRBMKDOPFTVDT-UHFFFAOYSA-N"">YBRBMKDOPFTVDT-UHFFFAOYSA-N</a>"	75-64-9	C4H11N	"NIST Mass Spectrometry Data Center, 1998."	replib	482 ± 2(2)	Trimethylene oxide	678	68.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/AHHWIHXENZJRFG-UHFFFAOYSA-N"">AHHWIHXENZJRFG-UHFFFAOYSA-N</a>"	503-30-0	C3H6O		replib	542 ± 2(3)
200805_eQC1	267.07	282.12		Unknown	"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	33617-38-8	C13H22O3Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	705	9.13175	XIC(267.07±500ppm)	0.53	18566029	0.012	17	Spectra Search{Unable to do spectral search}	918.2	1682 ± 0(1)	794	60.4	1	26	"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	794	60.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	33617-38-8	C13H22O3Si2	NIST Mass Spectrometry Data Center	mainlib	1682 ± 0(1)	"2,5-Dihydroxybenzaldehyde, 2TMS derivative"	759	48.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGDNDISFPNBJNB-UHFFFAOYSA-N"">OGDNDISFPNBJNB-UHFFFAOYSA-N</a>"	56114-69-3	C13H22O3Si2	"G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON"	replib		"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	750	35.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	33617-38-8	C13H22O3Si2	WASHINGTON UNIVERSITY MEDICAL SCHOOL W.R. SHERMAN	replib	1682 ± 0(1)	"2,5-Dihydroxybenzaldehyde, 2TMS derivative"	718	7.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGDNDISFPNBJNB-UHFFFAOYSA-N"">OGDNDISFPNBJNB-UHFFFAOYSA-N</a>"	56114-69-3	C13H22O3Si2	WASHINGTON UNIVERSITY MEDICAL SCHOOL W.R. SHERMAN	mainlib		"4-Hydroxymandelic acid, 3TMS derivative"	708	7.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YPRXSYQBVBCYJZ-UHFFFAOYSA-N"">YPRXSYQBVBCYJZ-UHFFFAOYSA-N</a>"	37148-64-4	C17H32O4Si3	"S. MARKEY UNIV. OF COLO. MED. CTR., DENVER, COLORADO, USA"	replib	1802 ± 0(1)
200805_eQC1	100.07	189.16		Unknown	"Ethanamine, 2TMS derivative"	2477-39-6	C8H23NSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	1320	9.19305	XIC(100.07±500ppm)	0.39	166465492	0.111	27	Spectra Search{Unable to do spectral search}	920.7		739	75.8	1	31	"Ethanamine, 2TMS derivative"	739	75.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	2477-39-6	C8H23NSi2	"N.W. Davies, Centr. Sci. Lab., Univ. Tasmania, Hobart, Australia"	mainlib		"Triethylamine, 2-chloro-2'-hydroxy-, O-TMS"	695	16.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QVNYSCMVVJNIHW-UHFFFAOYSA-N"">QVNYSCMVVJNIHW-UHFFFAOYSA-N</a>"	959062-14-7	C9H22ClNOSi	NIST Mass Spectrometry Data Center	mainlib	1167 ± 0(1)	"Ethanamine, 2TMS derivative"	647	61.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	2477-39-6	C8H23NSi2	"CBDCOM/ERDEC, Edgewood, MD"	replib		5-methoxytryptamine 4TMS major_RI 856714	631	42.8		608-07-1		fiehn	UCD Fiehn rtx5		"(5-methoxyindol-3-yl)-N,N-diisopropyl-glyoxylamide"	621	2.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CKRKISNXFPSRFT-UHFFFAOYSA-N"">CKRKISNXFPSRFT-UHFFFAOYSA-N</a>"		C17H22N2O3	Drug Lab	mainlib	
