Test
Sample	Base Mass	Observed Ion m/z	Group	Type	Name	CAS	Formula	InChIKey	Quant S/N	R.T. (min)	Quant Masses	Tailing Factor	Area	Area %	Stick Count	Concerns	Retention Index	Lib. RI	Similarity	Probability	Hit #	Peak Number	Hit 1 Name	Hit 1 Similarity	Hit 1 Probability	Hit 1 InChIKey	Hit 1 CAS	Hit 1 Formula	Hit 1 Contributor	Hit 1 Library	Hit 1 Lib. RI	Hit 2 Name	Hit 2 Similarity	Hit 2 Probability	Hit 2 InChIKey	Hit 2 CAS	Hit 2 Formula	Hit 2 Contributor	Hit 2 Library	Hit 2 Lib. RI	Hit 3 Name	Hit 3 Similarity	Hit 3 Probability	Hit 3 InChIKey	Hit 3 CAS	Hit 3 Formula	Hit 3 Contributor	Hit 3 Library	Hit 3 Lib. RI	Hit 4 Name	Hit 4 Similarity	Hit 4 Probability	Hit 4 InChIKey	Hit 4 CAS	Hit 4 Formula	Hit 4 Contributor	Hit 4 Library	Hit 4 Lib. RI	Hit 5 Name	Hit 5 Similarity	Hit 5 Probability	Hit 5 InChIKey	Hit 5 CAS	Hit 5 Formula	Hit 5 Contributor	Hit 5 Library	Hit 5 Lib. RI
200630_eQC1	147.06	159.74		Unknown	"Disiloxane, hexamethyl-"	107-46-0	C6H18OSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	4923	8.56701	XIC(147.06±500ppm)	5.16	715725296	0.315	50	Spectra Search{Unable to do spectral search}	894.6	622 ± 24(6)	825	89.3	1	7	"Disiloxane, hexamethyl-"	825	89.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	Japan AIST/NIMC Database- Spectrum MS-NW-2840	replib	622 ± 24(6)	"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-"	814	35.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JGGXEDAGNBSUDD-UHFFFAOYSA-N"">JGGXEDAGNBSUDD-UHFFFAOYSA-N</a>"	63934-83-8	C30H46	"D.J. MCEWEN & L.F. CHARBONNEAU, GENERAL MOTORS RESEARCH LABS, WARREN, MI, USA"	mainlib		"Disiloxane, hexamethyl-"	812	32.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib	622 ± 24(6)	creatine degr_RI 542762	771	70.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CVSVTCORWBXHQV-UHFFFAOYSA-N"">CVSVTCORWBXHQV-UHFFFAOYSA-N</a>"	57-00-1		fiehn	UCD Fiehn rtx5		"Disiloxane, hexamethyl-"	760	89.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UQEAIHBTYFGYIE-UHFFFAOYSA-N"">UQEAIHBTYFGYIE-UHFFFAOYSA-N</a>"	107-46-0	C6H18OSi2	"V.A.Korolev, Moscow, Russia"	replib	622 ± 24(6)
200630_eQC1	146.03	191.04		Unknown	"1H-Indole-3-acetic acid, 5-hydroxy-"	54-16-0	C10H9NO3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DUUGKQCEGZLZNO-UHFFFAOYSA-N"">DUUGKQCEGZLZNO-UHFFFAOYSA-N</a>"	260318	8.59735	XIC(146.03±500ppm)	10.25	36231547558	15.922	56	Spectra Search{Unable to do spectral search}	895.9		725	28.3	1	9	"1H-Indole-3-acetic acid, 5-hydroxy-"	725	28.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DUUGKQCEGZLZNO-UHFFFAOYSA-N"">DUUGKQCEGZLZNO-UHFFFAOYSA-N</a>"	54-16-0	C10H9NO3	Japan AIST/NIMC Database- Spectrum MS-NW-1963	mainlib		"1H-Indole-2,3-dione, 1-acetyl-"	711	40.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LPGDEHBASRKTDG-UHFFFAOYSA-N"">LPGDEHBASRKTDG-UHFFFAOYSA-N</a>"	574-17-4	C10H7NO3	"Organic Synthesis Lab, MSU, Moscow.TRC 2185"	replib		Hexamethyldisilazane	704	12.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	Japan AIST/NIMC Database- Spectrum MS-NW-3008	mainlib	686 ± 0(1)	Hexamethyldisilazane	701	28.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	686 ± 0(1)	"6-Amino-2-methyl-1H-pyrrolo[2,3-b]pyridine"	689	7.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NFESUUPHDJBALE-UHFFFAOYSA-N"">NFESUUPHDJBALE-UHFFFAOYSA-N</a>"	55463-64-4	C8H9N3	"T.J. WARD, 11 IONA CRES., CIPPENHAM, SLOUGH, BERKS, UK"	mainlib	
200630_eQC1	146.16	191.77		Unknown	"Ethane, 1,2-diphenyl-1,2-bis(azetidinyl-1)-"		C20H24N2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WLTPRDBHFUQGLC-UHFFFAOYSA-N"">WLTPRDBHFUQGLC-UHFFFAOYSA-N</a>"	78212	8.60457	XIC(146.16±500ppm)	7.70	27976452879	12.294	6	Spectra Search{Unable to do spectral search}	896.2		712	23.2	1	10	"Ethane, 1,2-diphenyl-1,2-bis(azetidinyl-1)-"	712	23.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WLTPRDBHFUQGLC-UHFFFAOYSA-N"">WLTPRDBHFUQGLC-UHFFFAOYSA-N</a>"		C20H24N2	Chemical Concepts	mainlib		"Silanamine, N-(dimethylsilyl)-1,1,1-trimethyl-, N-methyl."	705	17.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MEWYNXBDSDXFAT-UHFFFAOYSA-N"">MEWYNXBDSDXFAT-UHFFFAOYSA-N</a>"	32713-31-8	C6H19NSi2	R.A.FRIEDEL BUREAU OF MINES U.S.DEPT.OF INT. BRUCETON PA USA	mainlib		"l-Alanine, N-(2-methoxyethoxycarbonyl)-, heptyl ester"	689	10.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZBJYRVFQMBLTQH-UHFFFAOYSA-N"">ZBJYRVFQMBLTQH-UHFFFAOYSA-N</a>"		C14H27NO5	"Zaikin V.G., TIPS RAS, Moscow, Russia"	mainlib		"l-Alanine, N-(2-methoxyethoxycarbonyl)-, hexyl ester"	672	5.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DINPXEJUNGHAHO-UHFFFAOYSA-N"">DINPXEJUNGHAHO-UHFFFAOYSA-N</a>"		C13H25NO5	"Zaikin V.G., TIPS RAS, Moscow, Russia"	mainlib		"l-Alanine, N-(2-methoxyethoxycarbonyl)-, dodecyl ester"	672	5.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WROBSRRIPUHLMJ-UHFFFAOYSA-N"">WROBSRRIPUHLMJ-UHFFFAOYSA-N</a>"		C19H37NO5	"Zaikin V.G., TIPS RAS, Moscow, Russia"	mainlib	
200630_eQC1	146.26	147.92		Unknown	Hexamethyldisilazane	999-97-3	C6H19NSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	79766	8.62455	XIC(146.26±500ppm)	5.64	7650239925	3.362	15	Spectra Search{Unable to do spectral search}	897.0	686 ± 0(1)	788	79.8	1	11	Hexamethyldisilazane	788	79.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	686 ± 0(1)	Hexamethyldisilazane	755	29.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	Japan AIST/NIMC Database- Spectrum MS-NW-3008	mainlib	686 ± 0(1)	"Ethane, 1,2-diphenyl-1,2-bis(azetidinyl-1)-"	751	24.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WLTPRDBHFUQGLC-UHFFFAOYSA-N"">WLTPRDBHFUQGLC-UHFFFAOYSA-N</a>"		C20H24N2	Chemical Concepts	mainlib		"1H-Indole-2,3-dione, 1-acetyl-"	732	15.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LPGDEHBASRKTDG-UHFFFAOYSA-N"">LPGDEHBASRKTDG-UHFFFAOYSA-N</a>"	574-17-4	C10H7NO3	"Organic Synthesis Lab, MSU, Moscow.TRC 2185"	replib		p-Cyanobenzaldehyde dimethylacetal	732	12.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KAIKLOZUJNGBNP-UHFFFAOYSA-N"">KAIKLOZUJNGBNP-UHFFFAOYSA-N</a>"		C10H11NO2	"MASS SPECTROSCOPY SOC. OF JAPAN (MSSJ); Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory."	mainlib	
200630_eQC1	86.01	191.23		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	28936	9.00453	XIC(86.01±500ppm)	0.08	9362062019	4.114	184	Spectra Search{Unable to do spectral search}	912.9		805	90.4	1	13	"Methoxyamine, 2TMS derivative"	805	90.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	797	95.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Methoxyamine, 2TMS derivative"	765	95.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"10,10-Dimethyl-3,6,9,11,14,17-hexaoxa-10-silanonadecane"	568	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SIUASNHUGIWDLB-UHFFFAOYSA-N"">SIUASNHUGIWDLB-UHFFFAOYSA-N</a>"		C14H32O6Si	"NIST Mass Spectrometry Data Center, 2010"	mainlib		"3-oxa-6,9-dithia-2-silaundecan-11-oic acid, 2,2-dimethyl-, trimethylsilyl ester"	565	0.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YYHZYZHOYFVPKA-UHFFFAOYSA-N"">YYHZYZHOYFVPKA-UHFFFAOYSA-N</a>"		C12H28O3S2Si2	"J. Little, Eastman chemical company."	mainlib	
200630_eQC1	85.99	191.10		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	4567	9.0303	XIC(85.99±500ppm)	0.08	454796085	0.200	48	Spectra Search{Unable to do spectral search}	913.9		807	98.6	1	14	"Methoxyamine, 2TMS derivative"	807	98.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	780	93.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	757	98.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"1H-Indole-3-acetic acid, 5-hydroxy-"	607	1.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DUUGKQCEGZLZNO-UHFFFAOYSA-N"">DUUGKQCEGZLZNO-UHFFFAOYSA-N</a>"	54-16-0	C10H9NO3	Japan AIST/NIMC Database- Spectrum MS-NW-1963	mainlib		"2-Quinolinecarboxylic acid, 1,2,3,4-tetrahydro-4-oxo-, (S)-"	596	1.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VYOPZMJTHXGKID-QMMMGPOBSA-N"">VYOPZMJTHXGKID-QMMMGPOBSA-N</a>"	492-26-2	C10H9NO3		mainlib	
200630_eQC1	146.03	161.01		Unknown	Hexamethyldisilazane	999-97-3	C6H19NSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	2868	9.0322	XIC(146.03±500ppm)	0.09	1127505417	0.495	20	Spectra Search{Unable to do spectral search}	914.0	686 ± 0(1)	749	37.3	1	15	Hexamethyldisilazane	749	37.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	Japan AIST/NIMC Database- Spectrum MS-NW-3008	mainlib	686 ± 0(1)	"1H-Indole-2,3-dione, 1-acetyl-"	743	63.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LPGDEHBASRKTDG-UHFFFAOYSA-N"">LPGDEHBASRKTDG-UHFFFAOYSA-N</a>"	574-17-4	C10H7NO3	"Organic Synthesis Lab, MSU, Moscow.TRC 2185"	replib		"Silanamine, N-(dimethylsilyl)-1,1,1-trimethyl-, N-methyl."	737	24.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MEWYNXBDSDXFAT-UHFFFAOYSA-N"">MEWYNXBDSDXFAT-UHFFFAOYSA-N</a>"	32713-31-8	C6H19NSi2	R.A.FRIEDEL BUREAU OF MINES U.S.DEPT.OF INT. BRUCETON PA USA	mainlib		Hexamethyldisilazane	719	21.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	686 ± 0(1)	"Carbamic acid, N,N-dimethyl-, TBDMS ester"	710	7.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WKFCQNHYHBSKSZ-UHFFFAOYSA-N"">WKFCQNHYHBSKSZ-UHFFFAOYSA-N</a>"	1224712-53-1	C9H21NO2Si	"A.Howard, J.Little, 2008, Eastman Chemical Company, USA"	mainlib	
200630_eQC1	126.00	252.00		Unknown	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	360-43-0	C6H6F6N2O2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	4891	9.14587	XIC(126.00±500ppm)	1.14	396977358	0.174	64	Spectra Search{Unable to do spectral search}	918.7	1188 ± 0(1)	705	80.5	1	28	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	705	80.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"NIST Mass Spectrometry Data Center, 2016"	replib	1188 ± 0(1)	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	698	63.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"J. Little, Eastman chemical company."	mainlib	1188 ± 0(1)	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	683	80.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"K. Jacobson, LC, NIDDK, NIH, Bethesda, MD 20892"	replib	1188 ± 0(1)	"Acetamide, N-butyl-2,2,2-trifluoro-"	669	18.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BIBAVAVHXLGIBU-UHFFFAOYSA-N"">BIBAVAVHXLGIBU-UHFFFAOYSA-N</a>"	400-59-9	C6H10F3NO		mainlib		"Ethyl 2-(2,2,2-trifluoroacetamido)acetate"	635	11.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OKCDXJWEZHVZJP-UHFFFAOYSA-N"">OKCDXJWEZHVZJP-UHFFFAOYSA-N</a>"	367-62-4	C6H8F3NO3	"NIST Mass Spectrometry Data Center, 2016"	replib	1031 ± 0(1)
200630_eQC1	174.09	189.11		Unknown	"Ethanamine, 2TMS derivative"	2477-39-6	C8H23NSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	6416	9.2422	XIC(174.09±500ppm)	0.12	234209467	0.103	40	Spectra Search{Unable to do spectral search}	922.8		748	67.6	1	39	"Ethanamine, 2TMS derivative"	748	67.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	2477-39-6	C8H23NSi2	"N.W. Davies, Centr. Sci. Lab., Univ. Tasmania, Hobart, Australia"	mainlib		1-(2-(3-Cyclohexenyl)ethyl)silatrane	683	10.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CTIDMPCTUFVTFC-UHFFFAOYSA-N"">CTIDMPCTUFVTFC-UHFFFAOYSA-N</a>"		C14H25NO3Si	"MASS SPECTROSCOPY SOC. OF JAPAN (MSSJ); Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory."	mainlib		"Triethylamine, 2-chloro-2'-hydroxy-, O-TMS"	680	9.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QVNYSCMVVJNIHW-UHFFFAOYSA-N"">QVNYSCMVVJNIHW-UHFFFAOYSA-N</a>"	959062-14-7	C9H22ClNOSi	NIST Mass Spectrometry Data Center	mainlib	1167 ± 0(1)	"Ethanamine, 2TMS derivative"	657	46.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	2477-39-6	C8H23NSi2	"CBDCOM/ERDEC, Edgewood, MD"	replib		"Propylamine, 2TMS derivative"	638	22.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UZCQLXKVOQBVCA-UHFFFAOYSA-N"">UZCQLXKVOQBVCA-UHFFFAOYSA-N</a>"	7331-84-2	C9H25NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	1055 ± 0(1)
200630_eQC1	171.18	186.07		Unknown	"Silanamine, N,N'-methanetetraylbis[1,1,1-trimethyl-"	1000-70-0	C7H18N2Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KSVMTHKYDGMXFJ-UHFFFAOYSA-N"">KSVMTHKYDGMXFJ-UHFFFAOYSA-N</a>"	288682	9.45437	XIC(171.18±500ppm)	0.24	14007426107	6.155	249	Saturated; Spectra Search{Unable to do spectral search}	931.6	964 ± 0(1)	913	97.8	1	55	"Silanamine, N,N'-methanetetraylbis[1,1,1-trimethyl-"	913	97.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KSVMTHKYDGMXFJ-UHFFFAOYSA-N"">KSVMTHKYDGMXFJ-UHFFFAOYSA-N</a>"	1000-70-0	C7H18N2Si2	Chemical Concepts	replib	964 ± 0(1)	"Silanamine, N,N'-methanetetraylbis[1,1,1-trimethyl-"	854	92.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KSVMTHKYDGMXFJ-UHFFFAOYSA-N"">KSVMTHKYDGMXFJ-UHFFFAOYSA-N</a>"	1000-70-0	C7H18N2Si2	"J.E. DRAKE, DEP. CHEM., WINDSOR UNIV., ONTARIO, CANAhy"	mainlib	964 ± 0(1)	"2,2-Dimethyl-6-vinyl-2H-chromene"	643	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IGPYBWWHHSNJDY-UHFFFAOYSA-N"">IGPYBWWHHSNJDY-UHFFFAOYSA-N</a>"	164984-44-5	C13H14O	NIST Mass Spectrometry Data Center	mainlib	1450 ± 0(1)	Dimethyl-dioctyl-silane	634	0.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NEJKCNUETUMUBI-UHFFFAOYSA-N"">NEJKCNUETUMUBI-UHFFFAOYSA-N</a>"	3429-75-2	C18H40Si	"ASES Database, Dalian Institute, P.R. China"	mainlib		"4-Methylcyclohexanol, (E)-, TBDMS derivative"	618	0.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VEBYTXPHWWGWJY-UHFFFAOYSA-N"">VEBYTXPHWWGWJY-UHFFFAOYSA-N</a>"		C13H28OSi	NIST Mass Spectrometry Data Center	mainlib	
