Test
Sample	Base Mass	Observed Ion m/z	Group	Type	Name	CAS	Formula	InChIKey	Quant S/N	R.T. (min)	Quant Masses	Tailing Factor	Area	Area %	Stick Count	Concerns	Retention Index	Lib. RI	Similarity	Probability	Hit #	Peak Number	Hit 1 Name	Hit 1 Similarity	Hit 1 Probability	Hit 1 InChIKey	Hit 1 CAS	Hit 1 Formula	Hit 1 Contributor	Hit 1 Library	Hit 1 Lib. RI	Hit 2 Name	Hit 2 Similarity	Hit 2 Probability	Hit 2 InChIKey	Hit 2 CAS	Hit 2 Formula	Hit 2 Contributor	Hit 2 Library	Hit 2 Lib. RI	Hit 3 Name	Hit 3 Similarity	Hit 3 Probability	Hit 3 InChIKey	Hit 3 CAS	Hit 3 Formula	Hit 3 Contributor	Hit 3 Library	Hit 3 Lib. RI	Hit 4 Name	Hit 4 Similarity	Hit 4 Probability	Hit 4 InChIKey	Hit 4 CAS	Hit 4 Formula	Hit 4 Contributor	Hit 4 Library	Hit 4 Lib. RI	Hit 5 Name	Hit 5 Similarity	Hit 5 Probability	Hit 5 InChIKey	Hit 5 CAS	Hit 5 Formula	Hit 5 Contributor	Hit 5 Library	Hit 5 Lib. RI
200630_eQC6	79.04	79.04		Unknown	Pyridine	110-86-1	C5H5N	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JUJWROOIHBZHMG-UHFFFAOYSA-N"">JUJWROOIHBZHMG-UHFFFAOYSA-N</a>"	816	8.50222	XIC(79.04±500ppm)	35.55	219049717	0.041	40	Spectra Search{Unable to do spectral search}	934.8	746 ± 7(102)	721	87.7	1	1	Pyridine	721	87.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JUJWROOIHBZHMG-UHFFFAOYSA-N"">JUJWROOIHBZHMG-UHFFFAOYSA-N</a>"	110-86-1	C5H5N	Japan AIST/NIMC Database- Spectrum MS-NW- 79	mainlib	746 ± 7(102)	Pyridine	681	82.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JUJWROOIHBZHMG-UHFFFAOYSA-N"">JUJWROOIHBZHMG-UHFFFAOYSA-N</a>"	110-86-1	C5H5N	Drug Lab	replib	746 ± 7(102)	Pyridine	665	82.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JUJWROOIHBZHMG-UHFFFAOYSA-N"">JUJWROOIHBZHMG-UHFFFAOYSA-N</a>"	110-86-1	C5H5N		replib	746 ± 7(102)	Pyridine	661	82.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JUJWROOIHBZHMG-UHFFFAOYSA-N"">JUJWROOIHBZHMG-UHFFFAOYSA-N</a>"	110-86-1	C5H5N	"NIST Mass Spectrometry Data Center, 1998."	replib	746 ± 7(102)	2-Pyridinecarboxylic acid	602	4.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SIOXPEMLGUPBBT-UHFFFAOYSA-N"">SIOXPEMLGUPBBT-UHFFFAOYSA-N</a>"	98-98-6	C6H5NO2	Japan AIST/NIMC Database- Spectrum MS-NW-1380	mainlib	
200630_eQC6	147.08	190.72		Unknown	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"		C13H15NO3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"	18646	8.57926	XIC(147.08±500ppm)	16.61	6460520149	1.212	50	Spectra Search{Unable to do spectral search}	937.8		873	77.3	1	6	"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-"	873	77.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VGOJQRUVWAQGBE-UHFFFAOYSA-N"">VGOJQRUVWAQGBE-UHFFFAOYSA-N</a>"		C13H15NO3	"A.A.Kutin, Moscow, Russia"	mainlib		"4-Formyl-3,5-dimethyl-1H-pyrrole-2-carbonitrile"	807	12.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VIKAOEYUWJYWRC-UHFFFAOYSA-N"">VIKAOEYUWJYWRC-UHFFFAOYSA-N</a>"		C8H8N2O	"A.A.Kutin, Moscow, Russia"	mainlib		"Pyrazine, 2,3-dimethyl-5-(1-propenyl)-, (Z)-"	781	3.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BNYRAFHQRSHWGQ-PLNGDYQASA-N"">BNYRAFHQRSHWGQ-PLNGDYQASA-N</a>"	55138-72-2	C9H12N2	TNO Volatile Compounds in Food - Chemical Concepts	mainlib	1247 ± 0(1)	3-Methylbenzothiophene	769	2.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SEBRPHZZSLCDRQ-UHFFFAOYSA-N"">SEBRPHZZSLCDRQ-UHFFFAOYSA-N</a>"	1455-18-1	C9H8S	TNO Volatile Compounds in Food - Chemical Concepts	mainlib	1315 ± 0(3)	"Pyrazine, 2,3-dimethyl-5-(1-propenyl)-, (E)-"	766	2.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BNYRAFHQRSHWGQ-SNAWJCMRSA-N"">BNYRAFHQRSHWGQ-SNAWJCMRSA-N</a>"	55138-76-6	C9H12N2	TNO Volatile Compounds in Food - Chemical Concepts	mainlib	
200630_eQC6	146.06	191.07		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	343856	8.59749	XIC(146.06±500ppm)	12.16	39297545083	7.374	95	Saturated; Spectra Search{Unable to do spectral search}	938.5		790	93.0	1	7	"Methoxyamine, 2TMS derivative"	790	93.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	707	67.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		Hexamethyldisilazane	673	17.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	Japan AIST/NIMC Database- Spectrum MS-NW-3008	mainlib	686 ± 0(1)	Hexamethyldisilazane	668	4.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	686 ± 0(1)	"Methoxyamine, 2TMS derivative"	668	93.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib	
200630_eQC6	86.01	191.23		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	13432	9.01686	XIC(86.01±500ppm)	0.12	5411246436	1.015	194	Saturated; Spectra Search{Unable to do spectral search}	954.9		806	95.1	1	10	"Methoxyamine, 2TMS derivative"	806	95.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Methoxyamine, 2TMS derivative"	805	90.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	780	95.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"O-Ethylhydroxylamine, 2TMS derivative"	559	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IIPXSPLATBUPGO-UHFFFAOYSA-N"">IIPXSPLATBUPGO-UHFFFAOYSA-N</a>"	959022-28-7	C8H23NOSi2	"NIST Mass Spectrometry Data Center, 2010"	mainlib		"10,10-Dimethyl-3,6,9,11,14,17-hexaoxa-10-silanonadecane"	553	0.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SIUASNHUGIWDLB-UHFFFAOYSA-N"">SIUASNHUGIWDLB-UHFFFAOYSA-N</a>"		C14H32O6Si	"NIST Mass Spectrometry Data Center, 2010"	mainlib	
200630_eQC6	85.98	190.99		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	12596	9.03859	XIC(85.98±500ppm)	0.06	6546182012	1.228	93	Spectra Search{Unable to do spectral search}	955.7		791	97.0	1	12	"Methoxyamine, 2TMS derivative"	791	97.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	790	97.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Methoxyamine, 2TMS derivative"	785	95.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"2-[(2-Hydroxyethyl)(2-((trimethylsilyl)oxy)ethyl)amino]acetic acid, methyl ester"	527	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XBDNVGJJKMPBOX-UHFFFAOYSA-N"">XBDNVGJJKMPBOX-UHFFFAOYSA-N</a>"		C10H23NO4Si	"NIST Mass Spectrometry Data Center, 2010"	mainlib	1514 ± 0(1)	"O-Ethylhydroxylamine, 2TMS derivative"	508	0.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IIPXSPLATBUPGO-UHFFFAOYSA-N"">IIPXSPLATBUPGO-UHFFFAOYSA-N</a>"	959022-28-7	C8H23NOSi2	"NIST Mass Spectrometry Data Center, 2010"	mainlib	
200630_eQC6	146.05	191.10		Unknown	"Methoxyamine, 2TMS derivative"	7266-76-4	C7H21NOSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	3273	9.04199	XIC(146.05±500ppm)	0.07	1349811725	0.253	49	Spectra Search{Unable to do spectral search}	955.8		886	97.8	1	13	"Methoxyamine, 2TMS derivative"	886	97.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	Chemical Concepts	replib		"Methoxyamine, 2TMS derivative"	856	96.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"Methoxyamine, 2TMS derivative"	835	97.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FNQBMWGJZYQTCK-UHFFFAOYSA-N"">FNQBMWGJZYQTCK-UHFFFAOYSA-N</a>"	7266-76-4	C7H21NOSi2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib		"Glucopyranose, 2,4-di-O-methyl-1,3,6-tris-O-(trimethylsilyl)-"	628	1.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VAYSPDPTAXPXET-UHFFFAOYSA-N"">VAYSPDPTAXPXET-UHFFFAOYSA-N</a>"	55400-19-6	C17H40O6Si3		mainlib		"Galactopyranose, 2,4-di-O-methyl-1,3,6-tris-O-(trimethylsilyl)-"	622	0.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VAYSPDPTAXPXET-UHFFFAOYSA-N"">VAYSPDPTAXPXET-UHFFFAOYSA-N</a>"	55449-69-9	C17H40O6Si3		mainlib	
200630_eQC6	146.07	161.03		Unknown	Hexamethyldisilazane	999-97-3	C6H19NSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	2895	9.04479	XIC(146.07±500ppm)	0.12	1203844296	0.226	23	Spectra Search{Unable to do spectral search}	955.9	686 ± 0(1)	738	71.5	1	15	Hexamethyldisilazane	738	71.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"NARA WOMEN'S UNIVERSITY; Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory."	replib	686 ± 0(1)	Piperonylonitrile	738	56.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PKRWWZCDLJSJIF-UHFFFAOYSA-N"">PKRWWZCDLJSJIF-UHFFFAOYSA-N</a>"	4421-09-4	C8H5NO2	"Chuck Anderson, Aldrich Chemical Co."	mainlib		Hexamethyldisilazane	738	71.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	"ORMSBG,10(10)859(1975); J. TAMAS"	replib	686 ± 0(1)	Piperonylonitrile	709	20.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PKRWWZCDLJSJIF-UHFFFAOYSA-N"">PKRWWZCDLJSJIF-UHFFFAOYSA-N</a>"	4421-09-4	C8H5NO2	NIST Mass Spectrometry Data Center	replib		Hexamethyldisilazane	704	14.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FFUAGWLWBBFQJT-UHFFFAOYSA-N"">FFUAGWLWBBFQJT-UHFFFAOYSA-N</a>"	999-97-3	C6H19NSi2	Japan AIST/NIMC Database- Spectrum MS-NW-3008	mainlib	686 ± 0(1)
200630_eQC6	75.03	160.07		Unknown	"L-Alanine, TMS derivative"		C6H15NO2Si	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OTZAXEIMULLWKT-UHFFFAOYSA-N"">OTZAXEIMULLWKT-UHFFFAOYSA-N</a>"	5282	9.10236	XIC(75.03±500ppm)	0.91	2179894662	0.409	83	Spectra Search{Unable to do spectral search}	958.2	932 ± 0(1)	708	50.4	1	22	"L-Alanine, TMS derivative"	708	50.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OTZAXEIMULLWKT-UHFFFAOYSA-N"">OTZAXEIMULLWKT-UHFFFAOYSA-N</a>"		C6H15NO2Si	NIST Mass Spectrometry Data Center	mainlib	932 ± 0(1)	(Methoxymethyl)trimethylsilane	699	62.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PPNQXAYCPNTVHH-UHFFFAOYSA-N"">PPNQXAYCPNTVHH-UHFFFAOYSA-N</a>"	14704-14-4	C5H14OSi	Japan AIST/NIMC Database- Spectrum MS-NW-8618	replib		(Methoxymethyl)trimethylsilane	691	27.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PPNQXAYCPNTVHH-UHFFFAOYSA-N"">PPNQXAYCPNTVHH-UHFFFAOYSA-N</a>"	14704-14-4	C5H14OSi	NIST Mass Spectrometry Data Center	mainlib		(Methoxymethyl)trimethylsilane	684	62.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PPNQXAYCPNTVHH-UHFFFAOYSA-N"">PPNQXAYCPNTVHH-UHFFFAOYSA-N</a>"	14704-14-4	C5H14OSi	"Chuck Anderson, Aldrich Chemical Co."	replib		"Ethylene glycol, TMS derivative"	663	8.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LCUMNKGLHJRIMH-UHFFFAOYSA-N"">LCUMNKGLHJRIMH-UHFFFAOYSA-N</a>"	4403-13-8	C5H14O2Si	"NIST Mass Spectrometry Data Center, 2007"	mainlib	827 ± 0(1)
200630_eQC6	267.01	281.54		Unknown	"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	33617-38-8	C13H22O3Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	2088	9.18513	XIC(267.01±500ppm)	0.38	54823398	0.010	46	Spectra Search{Unable to do spectral search}	961.4	1682 ± 0(1)	783	50.7	1	33	"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	783	50.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	33617-38-8	C13H22O3Si2	WASHINGTON UNIVERSITY MEDICAL SCHOOL W.R. SHERMAN	replib	1682 ± 0(1)	"2,5-Dihydroxybenzaldehyde, 2TMS derivative"	771	33.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGDNDISFPNBJNB-UHFFFAOYSA-N"">OGDNDISFPNBJNB-UHFFFAOYSA-N</a>"	56114-69-3	C13H22O3Si2	"G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON"	replib		"2,4-Dihydroxybenzaldehyde, 2TMS derivative"	769	33.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UIOLBHGUVXPTDV-UHFFFAOYSA-N"">UIOLBHGUVXPTDV-UHFFFAOYSA-N</a>"	33617-38-8	C13H22O3Si2	NIST Mass Spectrometry Data Center	mainlib	1682 ± 0(1)	"2,5-Dihydroxybenzaldehyde, 2TMS derivative"	761	25.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGDNDISFPNBJNB-UHFFFAOYSA-N"">OGDNDISFPNBJNB-UHFFFAOYSA-N</a>"	56114-69-3	C13H22O3Si2	WASHINGTON UNIVERSITY MEDICAL SCHOOL W.R. SHERMAN	mainlib		"4-Hydroxymandelic acid, 3TMS derivative"	745	10.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YPRXSYQBVBCYJZ-UHFFFAOYSA-N"">YPRXSYQBVBCYJZ-UHFFFAOYSA-N</a>"	37148-64-4	C17H32O4Si3	"S. MARKEY UNIV. OF COLO. MED. CTR., DENVER, COLORADO, USA"	replib	1802 ± 0(1)
200630_eQC6	174.10	189.12		Unknown	"Ethanamine, 2TMS derivative"	2477-39-6	C8H23NSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	6617	9.25485	XIC(174.10±500ppm)	0.12	266590302	0.050	17	Spectra Search{Unable to do spectral search}	964.1		722	60.6	1	39	"Ethanamine, 2TMS derivative"	722	60.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OGWVYCFORNDBRE-UHFFFAOYSA-N"">OGWVYCFORNDBRE-UHFFFAOYSA-N</a>"	2477-39-6	C8H23NSi2	"N.W. Davies, Centr. Sci. Lab., Univ. Tasmania, Hobart, Australia"	mainlib		"Triethylamine, 2-chloro-2'-hydroxy-, O-TMS"	698	20.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QVNYSCMVVJNIHW-UHFFFAOYSA-N"">QVNYSCMVVJNIHW-UHFFFAOYSA-N</a>"	959062-14-7	C9H22ClNOSi	NIST Mass Spectrometry Data Center	mainlib	1167 ± 0(1)	5-methoxytryptamine 4TMS major_RI 856714	676	44.4		608-07-1		fiehn	UCD Fiehn rtx5		2-aminoethanethiol_RI 778041	658	22.9		60-23-1		fiehn	UCD Fiehn rtx5		"Triethylamine, 2-chloro-2'-hydroxy-, O-TMS"	653	47.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QVNYSCMVVJNIHW-UHFFFAOYSA-N"">QVNYSCMVVJNIHW-UHFFFAOYSA-N</a>"	959062-14-7	C9H22ClNOSi	"Dennis Rohrbaugh, CBDCOM/ERDEC, Edgewood, MD"	replib	1167 ± 0(1)
